Date,Adj Close,Close,High,Low,Open,Volume,Positive,Negative,Neutral,Compound,Sentiment,Diff_Close,Was_A_Buy_Day
2023-01-13,16.88671684,16.89900017,16.92200089,16.16500092,16.27799988,447287000,0.08599844720496895,0.025270962732919254,0.8887166149068322,0.1949236801242236,Positive,0.3880004899999996,1
2023-01-17,17.6891346,17.70199966,17.72800064,16.89900017,16.89900017,511102000,0.09523262839879156,0.02540060422960725,0.8793709969788519,0.2028770996978852,Positive,0.8029994899999977,1
2023-01-18,17.36437225,17.37700081,17.87299919,17.28199959,17.66699982,439624000,0.09140542372881356,0.023878644067796606,0.884717966101695,0.2251669152542373,Positive,-0.32499885000000006,0
2023-01-19,16.75281334,16.76499939,17.1970005,16.7310009,17.0359993,452932000,0.09354074074074074,0.02683037037037037,0.8796296296296297,0.20339414814814816,Positive,-0.6120014199999986,0
2023-01-20,17.82603645,17.8390007,17.8560009,16.82500076,17.01099968,564967000,0.09331832593532023,0.02797590361445783,0.878711477488903,0.21934908053265695,Positive,1.0740013099999999,1
2023-01-23,19.17905045,19.19300079,19.24500084,17.81800079,18.06399918,655163000,0.0868129117259552,0.02780193236714976,0.8853842775581906,0.1689550285463329,Positive,1.3540000899999995,1
2023-01-24,19.25099754,19.26499939,19.49500084,18.81999969,18.82699966,496204000,0.09485497470489039,0.02797807757166948,0.8771624508150646,0.19908268690275435,Positive,0.07199860000000058,1
2023-01-25,19.30895805,19.32299995,19.37000084,18.57999992,18.91300011,449537000,0.08850984009840099,0.027813653136531367,0.8836820418204182,0.1897370848708487,Positive,0.05800055999999998,1
2023-01-26,19.7876091,19.80200005,20.16600037,19.27799988,19.70100021,489535000,0.0940223135642983,0.03169465648854962,0.8742889019377569,0.2004276570757487,Positive,0.4790001000000004,1
2023-01-27,20.35019684,20.36499977,20.62800026,19.40500069,19.46199989,542142000,0.09143882544861338,0.03572267536704731,0.872831973898858,0.1759653616095704,Positive,0.5629997200000005,1
2023-01-30,19.1480732,19.16200066,20.13999939,19.14999962,19.95000076,488611000,0.09725546533416614,0.028723922548407246,0.8740174890693316,0.22008082448469707,Positive,-1.2029991100000004,0
2023-01-31,19.52279854,19.53700066,19.68700027,18.95000076,19.17000008,498017000,0.0974388133498146,0.02773114956736712,0.8748238566131026,0.22409765142150806,Positive,0.375,1
2023-02-01,20.92777634,20.94300079,21.19199944,19.61100006,19.69099998,660477000,0.09417073170731707,0.024758088601294175,0.8810736684917869,0.2081432055749129,Positive,1.406000129999999,1
2023-02-02,21.69322205,21.70899963,21.9489994,20.70000076,21.0,564276000,0.093742776203966,0.02506685552407932,0.8811841359773371,0.21424651558073654,Positive,0.7659988400000017,1
2023-02-03,21.0846653,21.10000038,21.74500084,20.78899956,21.0,429366000,0.08797128499641062,0.026238334529791813,0.8858011486001436,0.19168312993539127,Positive,-0.6089992500000001,0
2023-02-06,21.07366943,21.0890007,21.56999969,20.7859993,20.80599976,452197000,0.09382608695652174,0.019425465838509317,0.8867298136645962,0.2054,Positive,-0.010999680000001177,0
